a'	/ˈa/
discordanti	/diskordˈanti/
discordia	/diskˈɔrdja/
discordi	/diskˈɔrdi/
discorrendo	/diskorrˈɛndo/
discorrere	/diskˈorrere/
discorsi	/diskˈorsi/
discorso	/diskˈorso/
discreta	/diskrˈɛta/
discretamente	/diskretamˈente/
discreti	/diskrˈɛti/
discreto	/diskrˈɛto/
discrezione	/diskretstsjˈone/
discussione	/diskussjˈone/
disegna	/disˈeɲɲa/
disegnare	/diseɲɲˈare/
disegno	/disˈeɲɲo/
diserto	/dizˈɛrto/
disiato	/diziˈato/
disii	/dizˈii/
disio	/dizˈio/
disonesta	/dizonˈɛsta/
disonesti	/dizonˈɛsti/
disonesto	/dizonˈɛsto/
disordinato	/dizordinˈato/
disparte	/dispˈarte/
disperata	/disperˈata/
disperato	/disperˈato/
dispersi	/dispˈɛrsi/
dispetto	/dispˈɛtto/
dispiacere	/dispjatʃˈere/
dispone	/dispˈone/
disponibili	/disponˈibili/
disporre	/dispˈorre/
dispose	/dispˈose/
disposta	/dispˈosta/
disposte	/dispˈoste/
disposti	/dispˈosti/
disposto	/dispˈosto/
disprezzo	/disprˈɛtstso/
disputando	/disputˈando/
disputare	/disputˈare/
dispute	/ˈdispute/
disse	/ˈdisse/
dissero	/ˈdissero/
dissi	/ˈdissi/
distanza	/distˈantsa/
distendere	/distˈɛndere/
distesa	/distˈesa/
distese	/distˈese/
disteso	/distˈeso/
distribuito	/distribuˈito/
distruzione	/distrutstsjˈone/
disusata	/dizuzˈata/
dita	/ˈdita/
dite	/ˈdite/
dito	/ˈdito/
divenga	/divˈɛŋɡa/
divenire	/divenˈire/
divenisse	/divenˈisse/
diventa	/divˈɛnta/
diventano	/divˈɛntano/
diventato	/diventˈato/
diventiamo	/diventjˈamo/
diventò	/diventˈɔ/
divenuta	/divenˈuta/
divenute	/divenˈute/
divenuti	/divenˈuti/
divenuto	/divenˈuto/
diversa	/divˈɛrsa/
diversamente	/diversamˈente/
diverse	/divˈɛrse/
diversi	/divˈɛrsi/
diversità	/diversitˈa/
diverso	/divˈɛrso/
dividere	/divˈidere/
diviene	/diviˈɛne/
divina	/divˈina/
divine	/divˈine/
divini	/divˈini/
divinità	/divinitˈa/
divino	/divˈino/
divisa	/divˈiza/
divise	/divˈize/
divisi	/divˈizi/
divisione	/divizjˈone/
diviso	/divˈizo/
divorato	/divorˈato/
divota	/divˈɔta/
divotamente	/divotamˈente/
divoti	/divˈɔti/
divoto	/divˈɔto/
dobbiamo	/dobbjˈamo/
documenti	/dokumˈenti/
dodici	/ˈdoditʃi/
do	/ˈdo/
dogana	/doɡˈana/
doglia	/ˈdɔʎʎa/
doglie	/ˈdɔʎʎe/
doglio	/ˈdɔʎʎo/
dogma	/ˈdɔɡma/
doi	/ˈdoi/
dolce	/ˈdoltʃe/
dolcemente	/doltʃemˈente/
dolcezza	/doltʃˈetstsa/
dolcezze	/doltʃˈetstse/
dolci	/ˈdoltʃi/
dolcissima	/doltʃˈissima/
dolcissime	/doltʃˈissime/
dolcissimi	/doltʃˈissimi/
dolcissimo	/doltʃˈissimo/
dolea	/dolˈea/
dolente	/dolˈɛnte/
dolenti	/dolˈɛnti/
dolere	/dolˈere/
doleva	/dolˈeva/
dolga	/ˈdɔlɡa/
dolgo	/ˈdɔlɡo/
dolore	/dolˈore/
dolori	/dolˈori/
dolorosa	/dolorˈosa/
dolorosamente	/dolorosamˈente/
dolorose	/dolorˈose/
dolorosi	/dolorˈosi/
doloroso	/dolorˈoso/
doluta	/dolˈuta/
doluto	/dolˈuto/
domanda	/domˈanda/
domandando	/domandˈando/
domandano	/domˈandano/
domandare	/domandˈare/
domandarono	/domandˈarono/
domandata	/domandˈata/
domandate	/domandˈate/
domandato	/domandˈato/
domandava	/domandˈava/
domande	/domˈande/
domanderò	/domanderˈɔ/
domandi	/domˈandi/
domando	/domˈando/
domandò	/domandˈɔ/
domane	/domˈane/
domani	/domˈani/
domattina	/domattˈina/
domeneddio	/domeneddˈio/
domenica	/domˈɛnika/
domestica	/domˈɛstika/
domestiche	/domˈɛstike/
domestici	/domˈɛstitʃi/
domestico	/domˈɛstiko/
domine	/ˈdɔmine/
dominio	/domˈinjo/
dona	/ˈdona/
donai	/donˈai/
donare	/donˈare/
donasse	/donˈasse/
donata	/donˈata/
donate	/donˈate/
donati	/donˈati/
donato	/donˈato/
donatore	/donatˈore/
donazione	/donatstsjˈone/
donde	/ˈdonde/
don	/ˈdɔn/
donerò	/donerˈɔ/
doni	/ˈdoni/
donna	/ˈdɔnna/
donne	/ˈdɔnne/
donno	/ˈdɔnno/
dono	/ˈdono/
donò	/donˈɔ/
donzella	/dondzˈɛlla/
donzelle	/dondzˈɛlle/
dopo	/ˈdopo/
doppia	/ˈdoppja/
doppio	/ˈdoppjo/
doppo	/ˈdoppo/
dori	/ˈdɔri/
dorme	/ˈdɔrme/
dormendo	/dormˈɛndo/
dormire	/dormˈire/
dormito	/dormˈito/
dormiva	/dormˈiva/
dormono	/ˈdɔrmono/
dosso	/ˈdɔsso/
dotata	/dotˈata/
dotato	/dotˈato/
dote	/ˈdɔte/
dotti	/ˈdɔtti/
dottissimi	/dottˈissimi/
dottissimo	/dottˈissimo/
dotto	/ˈdɔtto/
dottore	/dottˈore/
dottori	/dottˈori/
dottrina	/dottrˈina/
dottrine	/dottrˈine/
dovea	/dovˈea/
dove	/ˈdove/
dovendo	/dovˈɛndo/
dovere	/dovˈere/
doveri	/dovˈeri/
dovermi	/dovˈɛrmi/
dovesse	/dovˈesse/
dovessero	/dovˈessero/
dovessi	/dovˈessi/
dovete	/dovˈete/
dovette	/dovˈɛtte/
doveva	/dovˈeva/
dovevano	/dovˈevano/
dovevi	/dovˈevi/
dovrà	/dovrˈa/
dovrebbe	/dovrˈɛbbe/
dovrei	/dovrˈɛi/
dovreste	/dovrˈeste/
dovresti	/dovrˈesti/
dovria	/dovrˈia/
dovunque	/dovˈuŋkwe/
dovuta	/dovˈuta/
dovuto	/dovˈuto/
drappi	/drˈappi/
drappo	/drˈappo/
dritta	/drˈitta/
dritti	/drˈitti/
dritto	/drˈitto/
drizzò	/dritstsˈɔ/
dubbi	/ˈdubbi/
dubbio	/ˈdubbjo/
dubbiosa	/dubbjˈosa/
dubbiosi	/dubbjˈosi/
dubbioso	/dubbjˈoso/
dubita	/ˈdubita/
dubitando	/dubitˈando/
dubitare	/dubitˈare/
dubitate	/dubitˈate/
dubitava	/dubitˈava/
dubiti	/ˈdubiti/
dubito	/ˈdubito/
dubitò	/dubitˈɔ/
duca	/ˈduka/
due	/ˈdue/
dugento	/dudʒˈɛnto/
dum	/ˈdum/
dunque	/ˈduŋkwe/
duodecimo	/duodˈɛtʃimo/
duo	/ˈduo/
duole	/dwˈɔle/
duoli	/dwˈɔli/
duolo	/dwˈɔlo/
dura	/ˈdura/
duramente	/duramˈente/
durano	/ˈdurano/
durante	/durˈante/
durare	/durˈare/
durasse	/durˈasse/
durata	/durˈata/
durato	/durˈato/
durava	/durˈava/
dure	/ˈdure/
durerà	/durerˈa/
durevole	/durˈevole/
durezza	/durˈetstsa/
duri	/ˈduri/
duro	/ˈduro/
durò	/durˈɔ/
eaco	/ˈeako/
ea	/ˈea/
ebbe	/ˈɛbbe/
ebbene	/ebbˈɛne/
ebbero	/ˈɛbbero/
ebbi	/ˈɛbbi/
ebbri	/ˈɛbbri/
ebbro	/ˈɛbbro/
eccellente	/etʃtʃellˈɛnte/
eccellenti	/etʃtʃellˈɛnti/
eccellenza	/etʃtʃellˈɛntsa/
eccelse	/etʃtʃˈɛlse/
eccelso	/etʃtʃˈɛlso/
eccetto	/etʃtʃˈɛtto/
ecco	/ˈɛkko/
ed	/ˈed/
edificare	/edifikˈare/
edificarono	/edifikˈarono/
edificata	/edifikˈata/
edificato	/edifikˈato/
edifici	/edifˈitʃi/
edificò	/edifikˈɔ/
editoria	/editorˈia/
edizione	/editstsjˈone/
e'	/ˈe/
effettuosamente	/effettuosamˈente/
efficacia	/effikˈatʃa/
effigie	/effˈidʒe/
egisto	/edʒˈisto/
egitto	/edʒˈitto/
egli	/ˈeʎʎi/
eguale	/eɡwˈale/
eguali	/eɡwˈali/
eh	/ˈɛ/
ei	/ˈɛi/
el	/ˈel/
eleganza	/eleɡˈantsa/
eleggere	/elˈɛdʒdʒere/
elementi	/elemˈenti/
elemento	/elemˈento/
elena	/ˈɛlena/
eletta	/elˈɛtta/
eletto	/elˈɛtto/
elettra	/elˈɛttra/
elettronica	/elettrˈɔnika/
elettronico	/elettrˈɔniko/
elezione	/eletstsjˈone/
ella	/ˈella/
elle	/ˈɛlle/
elli	/ˈelli/
eloquenza	/elokwˈɛntsa/
emilia	/emˈilja/
eminente	/eminˈɛnte/
empie	/ˈɛmpie/
empiono	/ˈɛmpjono/
empito	/empˈito/
en	/ˈen/
enea	/enˈɛa/
ennio	/ˈɛnnjo/
entra	/ˈentra/
entrambi	/entrˈambi/
entrando	/entrˈando/
entrano	/ˈentrano/
entrare	/entrˈare/
entrarono	/entrˈarono/
entrasse	/entrˈasse/
entrata	/entrˈata/
entrate	/entrˈate/
entrati	/entrˈati/
entrato	/entrˈato/
entrava	/entrˈava/
entri	/ˈentri/
entro	/ˈentro/
entrò	/entrˈɔ/
eolo	/ˈɛolo/
era	/ˈɛra/
erano	/ˈɛrano/
eravate	/eravˈate/
erba	/ˈɛrba/
erbe	/ˈɛrbe/
ercolano	/erkolˈano/
ercole	/ˈɛrkole/
erede	/erˈɛde/
eredità	/ereditˈa/
erice	/ˈɛritʃe/
eri	/ˈɛri/
eritreo	/eritrˈɛo/
ero	/ˈɛro/
eroi	/erˈɔi/
errando	/errˈando/
errare	/errˈare/
errore	/errˈore/
errori	/errˈori/
esca	/ˈɛska/
esce	/ˈɛʃʃe/
esclamò	/esklamˈɔ/
escono	/ˈɛskono/
es	/ˈɛs/
esemplare	/ezemplˈare/
esilio	/ezˈiljo/
esistenza	/ezistˈɛntsa/
esitanze	/ezitˈantse/
espansione	/espansjˈone/
esperienza	/esperjˈɛntsa/
esperienzia	/esperjˈɛntsja/
esporre	/espˈorre/
esposta	/espˈosta/
esposto	/espˈosto/
espressione	/espressjˈone/
esprimere	/esprˈimere/
essa	/ˈessa/
esse	/ˈɛsse/
essendo	/essˈɛndo/
essere	/ˈɛssere/
essi	/ˈessi/
essilio	/essˈiljo/
esso	/ˈesso/
est	/ˈɛst/
esteriori	/esterjˈori/
estimando	/estimˈando/
estimava	/estimˈava/
estimo	/estˈimo/
estimò	/estimˈɔ/
estinto	/estˈinto/
estravaganti	/estravaɡˈanti/
estrema	/estrˈɛma/
estremi	/estrˈɛmi/
estremo	/estrˈɛmo/
et	/ˈet/
eterna	/etˈɛrna/
eternità	/eternitˈa/
eterno	/etˈɛrno/
etica	/ˈɛtika/
etico	/ˈɛtiko/
etterni	/ettˈɛrni/
etterno	/ettˈɛrno/
euro	/ˈɛuro/
europa	/eurˈɔpa/
eusebio	/euzˈɛbjo/
evandro	/evˈandro/
evidente	/evidˈɛnte/
evidenza	/evidˈɛntsa/
evo	/ˈɛvo/
ex	/ˈɛks/
faccende	/fatʃtʃˈɛnde/
faccendo	/fatʃtʃˈɛndo/
faccendosi	/fatʃtʃendˈosi/
faccia	/ˈfatʃtʃa/
facciamo	/fatʃtʃˈamo/
facciano	/ˈfatʃtʃano/
facciate	/fatʃtʃˈate/
facci	/ˈfatʃtʃi/
faccio	/ˈfatʃtʃo/
face	/ˈfatʃe/
facendo	/fatʃˈɛndo/
facesse	/fatʃˈesse/
facessero	/fatʃˈessero/
facessi	/fatʃˈessi/
faceste	/fatʃˈeste/
facesti	/fatʃˈesti/
faceva	/fatʃˈeva/
facevano	/fatʃˈevano/
facile	/ˈfatʃile/
facili	/ˈfatʃili/
facilmente	/fatʃilmˈente/
facondia	/fakˈondja/
facultà	/fakultˈa/
fa	/ˈfa/
fagiana	/fadʒˈana/
fai	/ˈfai/
falce	/ˈfaltʃe/
falcone	/falkˈone/
fallace	/fallˈatʃe/
falla	/ˈfalla/
falli	/ˈfalli/
fallire	/fallˈire/
fallo	/ˈfallo/
falsa	/ˈfalsa/
falsamente	/falsamˈente/
false	/ˈfalse/
falsi	/ˈfalsi/
falsità	/falsitˈa/
falso	/ˈfalso/
fama	/ˈfama/
fame	/ˈfame/
famiglia	/famˈiʎʎa/
famigliare	/famiʎʎˈare/
famigliari	/famiʎʎˈari/
famiglie	/famˈiʎʎe/
famiglio	/famˈiʎʎo/
famosa	/famˈosa/
famose	/famˈose/
famosi	/famˈosi/
famosissima	/famosˈissima/
famosissimi	/famosˈissimi/
famosissimo	/famosˈissimo/
famoso	/famˈoso/
fanciulla	/fantʃˈulla/
fanciulle	/fantʃˈulle/
fanciullezza	/fantʃullˈetstsa/
fanciulli	/fantʃˈulli/
fanciullo	/fantʃˈullo/
fango	/ˈfaŋɡo/
fanno	/ˈfanno/
fantasia	/fantazˈia/
fante	/ˈfante/
fanti	/ˈfanti/
farai	/farˈai/
faranno	/farˈanno/
farci	/ˈfartʃi/
farebbe	/farˈɛbbe/
fare	/ˈfare/
farei	/farˈɛi/
faremo	/farˈemo/
fareste	/farˈeste/
faresti	/farˈesti/
farete	/farˈete/
farsetto	/farsˈetto/
fascio	/ˈfaʃʃo/
fasi	/ˈfazi/
fassi	/ˈfassi/
fastidio	/fastˈidjo/
fatale	/fatˈale/
fate	/ˈfate/
fatica	/fatˈika/
fatiche	/fatˈike/
fati	/ˈfati/
fato	/ˈfato/
fatta	/ˈfatta/
fattamente	/fattamˈente/
fatte	/ˈfatte/
fattezze	/fattˈetstse/
fatti	/ˈfatti/
fatto	/ˈfatto/
fattore	/fattˈore/
fatua	/ˈfatua/
fauci	/ˈfautʃi/
fauna	/ˈfauna/
fauni	/ˈfauni/
fauno	/ˈfauno/
favella	/favˈɛlla/
favellando	/favellˈando/
favellare	/favellˈare/
favelle	/favˈɛlle/
favilla	/favˈilla/
faville	/favˈille/
favola	/ˈfavola/
favole	/ˈfavole/
favolosa	/favolˈosa/
favolosi	/favolˈosi/
favoloso	/favolˈoso/
favore	/favˈore/
favorevole	/favorˈevole/
favorevoli	/favorˈevoli/
favorisce	/favorˈiʃʃe/
favorito	/favorˈito/
febbre	/ˈfɛbbre/
feccia	/ˈfɛtʃtʃa/
fece	/ˈfetʃe/
fecero	/ˈfetʃero/
feci	/ˈfɛtʃi/
fede	/ˈfede/
fedele	/fedˈele/
fedel	/fedˈel/
fedeli	/fedˈeli/
fedelissimo	/fedelˈissimo/
fedelmente	/fedelmˈente/
federazione	/federatstsjˈone/
federigo	/federˈiɡo/
fe	/ˈfe/
fé	/ˈfe/
felice	/felˈitʃe/
felicemente	/felitʃemˈente/
felici	/felˈitʃi/
felicità	/felitʃitˈa/
fenici	/fenˈitʃi/
fera	/ˈfɛra/
ferendo	/ferˈɛndo/
ferì	/ferˈi/
ferire	/ferˈire/
ferita	/ferˈita/
ferite	/ferˈite/
feriti	/ferˈiti/
ferito	/ferˈito/
ferma	/ˈferma/
fermamente	/fermamˈente/
fermare	/fermˈare/
fermarono	/fermˈarono/
fermata	/fermˈata/
fermati	/fermˈati/
fermato	/fermˈato/
ferme	/ˈferme/
fermezza	/fermˈetstsa/
fermi	/ˈfermi/
fermo	/ˈfɛrmo/
fermò	/fermˈɔ/
feroce	/ferˈotʃe/
feroci	/ferˈotʃi/
ferocissimo	/ferotʃˈissimo/
ferrara	/ferrˈara/
ferri	/ˈfɛrri/
ferro	/ˈfɛrro/
fertile	/ˈfɛrtile/
fervente	/fervˈɛnte/
ferventemente	/ferventemˈente/
ferventissimo	/ferventˈissimo/
fervore	/fervˈore/
fessure	/fessˈure/
festa	/ˈfɛsta/
feste	/ˈfɛste/
festeggiare	/festedʒdʒˈare/
festevole	/festˈevole/
fia	/ˈfia/
fiamma	/fjˈamma/
fiammetta	/fjammˈetta/
fianchi	/fjˈaŋki/
fianco	/fjˈaŋko/
fiasco	/fjˈasko/
fiata	/fjˈata/
fiate	/fjˈate/
fiato	/fjˈato/
fida	/ˈfida/
fidanza	/fidˈantsa/
fidava	/fidˈava/
fido	/ˈfido/
fie	/ˈfie/
fieno	/fjˈɛno/
fiera	/fjˈɛra/
fieramente	/fjeramˈente/
fiere	/fjˈɛre/
fierezza	/fjerˈetstsa/
fieri	/fjˈɛri/
fiero	/fjˈɛro/
fievole	/fjˈɛvole/
figlia	/ˈfiʎʎa/
figli	/ˈfiʎʎi/
figlio	/ˈfiʎʎo/
figlioli	/fiʎʎˈɔli/
figliolo	/fiʎʎˈɔlo/
figliuola	/fiʎʎwˈɔla/
figmenti	/fiɡmˈenti/
figmento	/fiɡmˈento/
figura	/fiɡˈura/
figurato	/fiɡurˈato/
figure	/fiɡˈure/
fila	/ˈfila/
fili	/ˈfili/
filippo	/filˈippo/
filo	/ˈfilo/
filomena	/filomˈɛna/
filosofanti	/filozofˈanti/
filosofia	/filozofˈia/
filosofica	/filozˈɔfika/
filosofico	/filozˈɔfiko/
filosofi	/filˈɔzofi/
filosofo	/filˈɔzofo/
finale	/finˈale/
finalità	/finalitˈa/
finalmente	/finalmˈente/
fine	/ˈfine/
finestra	/finˈɛstra/
finestre	/finˈɛstre/
finge	/ˈfindʒe/
fingendo	/findʒˈɛndo/
fingere	/ˈfindʒere/
fingono	/ˈfiŋɡono/
fini	/ˈfini/
finì	/finˈi/
finire	/finˈire/
finisce	/finˈiʃʃe/
finiscono	/finˈiskono/
finisse	/finˈisse/
finita	/finˈita/
finite	/finˈite/
finito	/finˈito/
fino	/ˈfino/
finsero	/ˈfinsero/
finta	/ˈfinta/
finto	/ˈfinto/
fiore	/fjˈore/
fiorentina	/fjorentˈina/
fiorentini	/fjorentˈini/
fiorentino	/fjorentˈino/
fiorenza	/fjorˈɛntsa/
fiori	/fjˈori/
fiorin	/fjorˈin/
fiorini	/fjorˈini/
firenze	/firˈɛntse/
fisica	/ˈfizika/
fisici	/ˈfizitʃi/
fiso	/ˈfizo/
fissi	/ˈfissi/
fisso	/ˈfisso/
fissò	/fissˈɔ/
fistola	/ˈfistola/
fitone	/fitˈone/
fiume	/fjˈume/
fiumi	/fjˈumi/
flora	/flˈɔra/
florio	/flˈɔrjo/
foci	/ˈfotʃi/
foco	/ˈfɔko/
focosamente	/fokosamˈente/
focosi	/fokˈosi/
focoso	/fokˈoso/
fo	/ˈfɔ/
foga	/ˈfoɡa/
foglie	/ˈfɔʎʎe/
foglio	/ˈfɔʎʎo/
folco	/ˈfolko/
folgore	/ˈfolɡore/
folgori	/ˈfolɡori/
folla	/ˈfolla/
folle	/ˈfɔlle/
follia	/follˈia/
folli	/ˈfɔlli/
folta	/ˈfolta/
fondaco	/ˈfondako/
fondamentale	/fondamentˈale/
fondamenti	/fondamˈenti/
fondamento	/fondamˈento/
fondatori	/fondatˈori/
fondo	/ˈfondo/
fontana	/fontˈana/
fontane	/fontˈane/
fora	/ˈfɔra/
forche	/ˈforke/
forese	/forˈese/
forestiere	/forestjˈɛre/
forestieri	/forestjˈɛri/
forma	/ˈforma/
formale	/formˈale/
formano	/ˈformano/
formare	/formˈare/
formata	/formˈata/
formato	/formˈato/
forme	/ˈforme/
formiche	/formˈike/
formò	/formˈɔ/
formula	/ˈfɔrmula/
fornaio	/fornˈajo/
fornire	/fornˈire/
fornita	/fornˈita/
fornito	/fornˈito/
forse	/ˈforse/
forte	/ˈfɔrte/
fortemente	/fortemˈente/
fortezza	/fortˈetstsa/
forti	/ˈfɔrti/
fortissima	/fortˈissima/
fortissimi	/fortˈissimi/
fortissimo	/fortˈissimo/
fortuna	/fortˈuna/
fortune	/fortˈune/
fortunosi	/fortunˈosi/
forza	/ˈfɔrtsa/
forze	/ˈfɔrtse/
fossa	/ˈfɔssa/
fosse	/ˈfɔsse/
fossero	/ˈfossero/
fossi	/ˈfɔssi/
fossimo	/ˈfossimo/
foste	/ˈfoste/
fosti	/ˈfosti/
fra	/frˈa/
fragilità	/fradʒilitˈa/
frale	/frˈale/
francesca	/frantʃˈeska/
francesco	/frantʃˈesko/
francese	/frantʃˈeze/
francia	/frˈantʃa/
frase	/frˈaze/
frasi	/frˈazi/
frate	/frˈate/
fratelli	/fratˈɛlli/
fratello	/fratˈɛllo/
fredda	/frˈedda/
fredde	/frˈedde/
freddezza	/freddˈetstsa/
freddi	/frˈeddi/
freddo	/frˈeddo/
fremito	/frˈɛmito/
freni	/frˈɛni/
freno	/frˈɛno/
fresca	/frˈeska/
fresche	/frˈeske/
freschi	/frˈeski/
fresco	/frˈesko/
fretta	/frˈetta/
frigia	/frˈidʒa/
frigidità	/fridʒiditˈa/
friso	/frˈizo/
friuli	/friˈuli/
frode	/frˈɔde/
fronda	/frˈonda/
fronde	/frˈonde/
frondi	/frˈondi/
fronte	/frˈonte/
frutti	/frˈutti/
frutto	/frˈutto/
fù	/ˈfu/
fuga	/ˈfuɡa/
fugga	/ˈfuɡɡa/
fugge	/ˈfudʒdʒe/
fuggendo	/fudʒdʒˈɛndo/
fuggì	/fudʒdʒˈi/
fuggire	/fudʒdʒˈire/
fuggirono	/fudʒdʒˈirono/
fuggisse	/fudʒdʒˈisse/
fuggita	/fudʒdʒˈita/
fuggiti	/fudʒdʒˈiti/
fuggito	/fudʒdʒˈito/
fuggiva	/fudʒdʒˈiva/
fuggono	/ˈfuɡɡono/
fui	/ˈfui/
fulminata	/fulminˈata/
fulminato	/fulminˈato/
fummo	/ˈfummo/
fumo	/ˈfumo/
fune	/ˈfune/
fuochi	/fwˈɔki/
fuoco	/fwˈɔko/
fuori	/fwˈɔri/
furia	/ˈfurja/
furie	/ˈfurje/
furiosa	/furjˈosa/
furiosamente	/furjosamˈente/
furiosi	/furjˈosi/
furioso	/furjˈoso/
furono	/ˈfurono/
furore	/furˈore/
furtivamente	/furtivamˈente/
furto	/ˈfurto/
fusse	/ˈfusse/
futura	/futˈura/
future	/futˈure/
futuri	/futˈuri/
futuro	/futˈuro/
gabriello	/ɡabrjˈɛllo/
gagliarda	/ɡaʎʎˈarda/
gagliardo	/ɡaʎʎˈardo/
gaio	/ˈɡajo/
galea	/ɡalˈɛa/
galee	/ɡalˈɛe/
galileo	/ɡalilˈɛo/
galle	/ˈɡalle/
gallica	/ˈɡallika/
galline	/ɡallˈine/
gallo	/ˈɡallo/
gamba	/ˈɡamba/
gambe	/ˈɡambe/
ganimede	/ɡanimˈɛde/
gara	/ˈɡara/
garbo	/ˈɡarbo/
garibaldi	/ɡaribˈaldi/
garzone	/ɡardzˈone/
garzoni	/ɡardzˈoni/
gastaldo	/ɡastˈaldo/
geloso	/dʒelˈoso/
gemme	/ˈdʒɛmme/
geneologia	/dʒeneolodʒˈia/
genera	/ˈdʒɛnera/
generale	/dʒenerˈale/
generali	/dʒenerˈali/
generalmente	/dʒeneralmˈente/
generare	/dʒenerˈare/
generasse	/dʒenerˈasse/
generata	/dʒenerˈata/
generati	/dʒenerˈati/
generato	/dʒenerˈato/
generazione	/dʒeneratstsjˈone/
genere	/ˈdʒɛnere/
generi	/ˈdʒɛneri/
genero	/ˈdʒɛnero/
generò	/dʒenerˈɔ/
generosa	/dʒenerˈosa/
generosi	/dʒenerˈosi/
generosità	/dʒenerositˈa/
generoso	/dʒenerˈoso/
genio	/ˈdʒɛnjo/
genova	/ˈdʒɛnova/
genovese	/dʒenovˈese/
genovesi	/dʒenovˈesi/
gente	/ˈdʒɛnte/
genti	/ˈdʒɛnti/
gentile	/dʒentˈile/
gentilezza	/dʒentilˈetstsa/
gentili	/dʒentˈili/
gentiluomo	/dʒentilwˈɔmo/
geometria	/dʒeometrˈia/
georgica	/dʒeˈɔrdʒika/
gerbino	/ˈdʒɛrbino/
geri	/ˈdʒeri/
ghiaccio	/ɡjˈatʃtʃo/
ghirlanda	/ɡirlˈanda/
ghirlande	/ɡirlˈande/
giace	/ˈdʒatʃe/
giacere	/dʒatʃˈere/
giacesse	/dʒatʃˈesse/
giaceva	/dʒatʃˈeva/
giacitura	/dʒatʃitˈura/
giacomino	/dʒakomˈino/
giacque	/ˈdʒakkwe/
già	/ˈdʒa/
gia	/ˈdʒia/
giamai	/dʒamˈai/
giammai	/dʒammˈai/
gianni	/ˈdʒanni/
giardini	/dʒardˈini/
giardino	/dʒardˈino/
giesù	/dʒezˈu/
gigante	/dʒiɡˈante/
giganti	/dʒiɡˈanti/
gilberto	/dʒilbˈɛrto/
ginocchio	/dʒinˈɔkkjo/
giogo	/ˈdʒoɡo/
gioia	/ˈdʒɔja/
giornata	/dʒornˈata/
giornate	/dʒornˈate/
giorni	/ˈdʒorni/
giorno	/ˈdʒorno/
giova	/ˈdʒova/
giovamento	/dʒovamˈento/
giovan	/dʒovˈan/
giovane	/ˈdʒovane/
giovanetta	/dʒovanˈetta/
giovanetto	/dʒovanˈetto/
giovani	/ˈdʒovani/
giovanili	/dʒovanˈili/
giovanni	/dʒovˈanni/
giovano	/ˈdʒovano/
giovare	/dʒovˈare/
giove	/ˈdʒɔve/
gioventù	/dʒoventˈu/
giovevole	/dʒovˈevole/
giovine	/ˈdʒovine/
giovinezza	/dʒovinˈetstsa/
gira	/ˈdʒira/
girare	/dʒirˈare/
girato	/dʒirˈato/
giri	/ˈdʒiri/
giro	/ˈdʒiro/
girolamo	/dʒirˈɔlamo/
gita	/ˈdʒita/
gittata	/dʒittˈata/
gittate	/dʒittˈate/
giudaica	/dʒudˈaika/
giudei	/dʒudˈɛi/
giudeo	/dʒudˈɛo/
giudica	/ˈdʒudika/
giudicando	/dʒudikˈando/
giudicare	/dʒudikˈare/
giudicata	/dʒudikˈata/
giudicato	/dʒudikˈato/
giudicava	/dʒudikˈava/
giudice	/ˈdʒuditʃe/
giudici	/ˈdʒuditʃi/
giudico	/ˈdʒudiko/
giudizio	/dʒudˈitstsjo/
giù	/ˈdʒu/
giulia	/ˈdʒulja/
giuliano	/dʒuljˈano/
giulio	/ˈdʒuljo/
giunga	/ˈdʒuŋɡa/
giunge	/ˈdʒundʒe/
giungere	/ˈdʒundʒere/
giunse	/ˈdʒunse/
giunsero	/ˈdʒunsero/
giunta	/ˈdʒunta/
giunte	/ˈdʒunte/
giunti	/ˈdʒunti/
giunto	/ˈdʒunto/
giuochi	/dʒwˈɔki/
giuoco	/dʒwˈɔko/
giuramento	/dʒuramˈento/
giurando	/dʒurˈando/
giurare	/dʒurˈare/
giuro	/ˈdʒuro/
giurò	/dʒurˈɔ/
giuseppe	/dʒuzˈɛppe/
giuso	/ˈdʒuzo/
giusta	/ˈdʒusta/
giustamente	/dʒustamˈente/
giusti	/ˈdʒusti/
giustino	/dʒustˈino/
giustizia	/dʒustˈitstsja/
giusto	/ˈdʒusto/
glauca	/ɡlˈauka/
glauco	/ɡlˈauko/
gliele	/ˈʎele/
glielo	/ˈʎelo/
gliene	/ˈʎene/
gli	/ˈʎi/
gloria	/ɡlˈɔrja/
gloriosa	/ɡlorjˈosa/
gloriosi	/ɡlorjˈosi/
glorioso	/ɡlorjˈoso/
gode	/ˈɡɔde/
godere	/ɡodˈere/
gola	/ˈɡola/
gorgo	/ˈɡorɡo/
gostanza	/ɡostˈantsa/
governare	/ɡovernˈare/
governatore	/ɡovernatˈore/
governo	/ɡovˈɛrno/
gradazione	/ɡradatstsjˈone/
gradi	/ɡrˈadi/
gradimento	/ɡradimˈento/
grado	/ɡrˈado/
gramigna	/ɡramˈiɲɲa/
grande	/ɡrˈande/
grandemente	/ɡrandemˈente/
grandezza	/ɡrandˈetstsa/
grandi	/ɡrˈandi/
grandissima	/ɡrandˈissima/
grandissime	/ɡrandˈissime/
grandissimi	/ɡrandˈissimi/
grandissimo	/ɡrandˈissimo/
grani	/ɡrˈani/
grano	/ɡrˈano/
grata	/ɡrˈata/
gratitudine	/ɡratitˈudine/
grato	/ɡrˈato/
